City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
62,New Norfolk,AU,54.88,overcast clouds,-42.7826,147.0587,The Shingles Riverside Cottages
63,Cherskiy,RU,23.07,few clouds,68.75,161.3,Gostinitsa
64,Rantepao,ID,67.5,overcast clouds,-2.9701,119.8978,Hotel Luta Resort
65,Zyryanka,RU,13.71,few clouds,65.75,150.85,
66,Vestmannaeyjar,IS,44.22,overcast clouds,63.4427,-20.2734,Glamping & Camping
67,Nikolskoye,RU,40.89,few clouds,59.7035,30.7861,Tourist House - Sablino
68,Rocha,UY,67.87,broken clouds,-34.4833,-54.3333,Hotel Arrarte
69,Chuy,UY,67.59,clear sky,-33.6971,-53.4616,Nuevo Hotel Plaza
71,Poum,NC,77.16,clear sky,-20.2333,164.0167,
72,Aksarka,RU,30.27,overcast clouds,66.5606,67.7975,
73,Tarakan,ID,79.07,overcast clouds,3.3,117.6333,RedDoorz Syariah near Taman Berlabuh Tarakan
74,Yining,CN,57.07,broken clouds,29.0361,114.5636,Xiushui Hotel
75,Hasaki,JP,54.0,overcast clouds,35.7333,140.8333,Inubosaki Kanko Hotel
76,Cape Town,ZA,71.11,few clouds,-33.9258,18.4232,"Radisson Blu Hotel Waterfront, Cape Town"
77,Pathardi,IN,85.89,overcast clouds,19.1667,75.1833,श्रुतिमाऊली वेद पाठशाळा
78,Dali,CN,54.77,overcast clouds,25.7,100.1833,Dali Travelling With Hostel
80,Nizwa,OM,79.9,clear sky,22.9333,57.5333,Orient Apartments
81,Mahebourg,MU,79.25,overcast clouds,-20.4081,57.7,Shandrani Beachcomber Resort & Spa
83,Atuona,PF,79.36,scattered clouds,-9.8,-139.0333,Villa Enata
84,Nanortalik,GL,28.09,clear sky,60.1432,-45.2371,
85,Pitimbu,BR,81.19,broken clouds,-7.4706,-34.8086,Reserva do Abiaí
86,Longyearbyen,SJ,22.84,broken clouds,78.2186,15.6401,"Radisson Blu Polar Hotel, Spitsbergen"
87,Saint-Pierre,RE,77.92,overcast clouds,-21.3393,55.4781,Lindsey Hôtel
88,Wexford,IE,43.7,clear sky,52.3342,-6.4575,Talbot Hotel Wexford
89,Viransehir,TR,59.36,overcast clouds,37.2353,39.7631,Viranşehir Öğretmenevi
90,La Ronge,CA,35.67,overcast clouds,55.1001,-105.2842,Northland Motor Hotel
91,Comodoro Rivadavia,AR,64.26,broken clouds,-45.8667,-67.5,Austral Hotel
92,Kavaratti,IN,84.79,scattered clouds,10.5669,72.642,Hotels in Lakshadweep Islands
93,Jamsa,FI,36.32,scattered clouds,61.8642,25.19,Motel Patalahti
94,Marsa Matruh,EG,60.4,clear sky,31.3525,27.2453,Beau Site
95,Victoria,HK,69.24,overcast clouds,22.2855,114.1577,Mini Hotel Central
96,Fairbanks,US,43.09,clear sky,64.8378,-147.7164,Westmark Fairbanks Hotel & Conference Center
97,Puerto Ayora,EC,78.76,light rain,-0.7393,-90.3518,Finch Bay Galapagos Hotel
98,Catuday,PH,79.0,clear sky,16.2923,119.8062,Benjie's Kubo & Cottages
99,Hilo,US,82.27,scattered clouds,19.7297,-155.09,Hilo Hawaiian Hotel
100,Xichang,CN,51.85,overcast clouds,27.8964,102.2634,Xichang ibis Hotel
101,Broken Hill,AU,50.07,clear sky,-31.95,141.4333,Royal Exchange Hotel
102,Jamestown,US,36.99,snow,42.097,-79.2353,Hampton Inn & Suites Jamestown
103,Iqaluit,CA,13.73,broken clouds,63.7506,-68.5145,Frobisher Inn
104,Tasiilaq,GL,33.96,overcast clouds,65.6145,-37.6368,The Red House
106,East London,ZA,68.34,broken clouds,-33.0153,27.9116,Tu Casa
107,Nouadhibou,MR,64.98,overcast clouds,20.931,-17.0347,El Medina
108,Gold Coast,AU,69.87,clear sky,-28.0,153.4333,Mantra Towers of Chevron Surfers Paradise
109,Alofi,NU,80.49,broken clouds,-19.0595,-169.9187,Taloa Heights
110,Panzhihua,CN,61.16,overcast clouds,26.5851,101.7128,Electric Power Hotel
111,Komsomolskiy,UZ,66.92,moderate rain,40.4272,71.7189,Ikathouse
112,Katsuura,JP,58.53,light rain,35.1333,140.3,Katsuura Hotel Mikazuki
113,Abalak,RU,33.76,overcast clouds,58.1286,68.5944,Туристический комплекс Абалак
114,College,US,43.09,clear sky,64.8569,-147.8028,Pike's Waterfront Lodge
115,Kruisfontein,ZA,65.88,clear sky,-34.0033,24.7314,Oyster Bay House Rental
116,Nara,JP,52.5,clear sky,34.6851,135.8049,Guesthouse Nara Komachi
117,Megion,RU,33.82,overcast clouds,61.0296,76.1136,Komfort Hotel
118,Botwood,CA,42.91,overcast clouds,49.1499,-55.3482,Exploits Hostel
119,Carnarvon,AU,64.47,few clouds,-24.8667,113.6333,Hospitality Carnarvon
120,Vankleek Hill,CA,38.12,overcast clouds,45.5168,-74.6493,Maple Lea Farm B & B
121,Sur,OM,82.38,clear sky,22.5667,59.5289,Sur Plaza Hotel
122,San Lawrenz,MT,56.86,clear sky,36.0553,14.204,San Andrea Hotel
123,Benxi,CN,57.52,clear sky,41.2886,123.765,Yaju Business Hotel
124,Virginia Beach,US,58.05,scattered clouds,36.8529,-75.978,Hilton Virginia Beach Oceanfront
125,Otofuke,JP,40.08,clear sky,42.9917,143.2003,スポーツホテル・クロス・コート
126,Rocky Mountain House,CA,33.75,snow,52.3668,-114.9188,Walking Eagle Inn & Lodge
127,Rawson,AR,66.25,broken clouds,-43.3002,-65.1023,Hosteria Sampedro
128,Iquitos,PE,82.44,scattered clouds,-3.7481,-73.2472,Cortez Malaga Techy Caroly
129,Teya,RU,14.54,overcast clouds,60.3778,92.6267,
130,Onega,RU,34.57,overcast clouds,63.9061,38.1404,Lunny Kot Guest House
131,Flinders,AU,63.18,few clouds,-34.5833,150.8552,Shellharbour Resort & Conference Centre
132,Sorland,NO,43.75,few clouds,67.667,12.6934,Sjybrygga fiskecamp
133,Husavik,IS,32.31,overcast clouds,66.0449,-17.3389,Bjarnabúð
134,Santa Maria Da Boa Vista,BR,85.68,overcast clouds,-8.8078,-39.8256,Fênix Hotel e Restaurante
135,Vaini,TO,80.38,light rain,-21.2,-175.2,Keleti Beach Resort
136,Les Cayes,HT,81.82,few clouds,18.2,-73.75,Villa Orphee
137,Altay,CN,37.89,clear sky,47.8667,88.1167,Jinqiao Hotel
138,Port Keats,AU,78.35,scattered clouds,-14.25,129.55,TDC Village (Hundred Man Camp)
139,Arraial Do Cabo,BR,75.06,clear sky,-22.9661,-42.0278,Pousada Porto Praia
140,Mar Del Plata,AR,64.87,scattered clouds,-38.0023,-57.5575,Gran Hotel Mar del Plata
141,Tibacuy,CO,77.38,overcast clouds,4.3511,-72.4564,hospedaje las palmas
142,Ostrovnoy,RU,31.12,overcast clouds,68.0531,39.5131,
143,San Patricio,US,78.69,overcast clouds,28.017,-97.5169,"Motel 6 Sinton, TX"
144,Bambous Virieux,MU,79.21,overcast clouds,-20.3428,57.7575,Casa Tia Villa
145,Sao Filipe,CV,72.21,scattered clouds,14.8961,-24.4956,Hotel Xaguate
146,Santa Rosa,PH,81.01,clear sky,14.3122,121.1114,Erlyn’s Sta Rosa City Home
147,Summerville,US,69.8,clear sky,33.0185,-80.1757,Sleep Inn Summerville-Charleston
149,Ribeira Grande,PT,61.7,scattered clouds,38.5167,-28.7,Quinta da Meia Eira
150,Zvishavane,ZW,58.55,overcast clouds,-20.3267,30.0665,Hotel Boutique Runde
151,Dalvik,IS,35.17,overcast clouds,65.9702,-18.5286,Dalvík HI Hostel
152,Zalantun,CN,53.4,broken clouds,48.0,122.7167,GreenTree Alliance Hulunbeier Zhalantun Railway Station Hotel
153,Portland,US,48.56,moderate rain,45.5234,-122.6762,Embassy Suites by Hilton Portland Downtown
154,Puerto Quijarro,BO,88.72,clear sky,-17.7833,-57.7667,Hotel palance
155,Thompson,CA,31.64,light snow,55.7435,-97.8558,Burntwood Hotel
156,Kaitangata,NZ,54.86,overcast clouds,-46.2817,169.8464,Kaitangata Motor Camp
157,Spasskoye,RU,47.98,broken clouds,44.6108,132.7969,Garmonist
158,Mogadishu,SO,82.94,broken clouds,2.0371,45.3438,Hotel Juba
159,Aqtobe,KZ,50.09,clear sky,50.2797,57.2072,"Gostinitsa ""Ilek"" G. Aktobe"
160,Port-Gentil,GA,75.16,thunderstorm,-0.7193,8.7815,Fengshui Residence
161,Kununurra,AU,76.98,scattered clouds,-15.7667,128.7333,Hotel Kununurra
162,Dubbo,AU,55.53,overcast clouds,-32.25,148.6167,Quality Inn Dubbo International
163,Sangar,RU,20.71,light snow,63.9242,127.4739,
164,Kankon,IN,82.04,overcast clouds,15.0167,74.0167,Palolem Beach Resort
165,Sola,VU,82.63,overcast clouds,-13.8833,167.55,Leumerus Bungalows
166,Faanui,PF,81.3,clear sky,-16.4833,-151.75,Bora-Bora Pearl Beach Resort & Spa
168,Cap Malheureux,MU,79.47,overcast clouds,-19.9842,57.6142,Pereybere Hotel & Spa
169,Emba,KZ,56.59,few clouds,48.8264,58.1442,
170,Karaton,ID,74.79,overcast clouds,-6.3424,106.1045,Parkir Mobil Wisata CAS Water Park
171,Ambon,ID,77.14,few clouds,-3.6954,128.1814,Swiss-Belhotel Ambon
172,Cockburn Town,TC,79.3,few clouds,21.4612,-71.1419,Osprey Beach Hotel
173,San Vicente,AR,67.35,few clouds,-26.6167,-54.1333,Complejo Turístico Farelluk
174,Port Augusta,AU,55.56,clear sky,-32.5,137.7667,Majestic Oasis Apartments
175,Bichura,RU,30.96,overcast clouds,50.5881,107.6022,Gostinitsa Uyut
176,Bilibino,RU,13.64,broken clouds,68.0546,166.4372,Gostinitsa Severyanka
177,Gat,IL,63.28,clear sky,31.61,34.7642,OlusHome
179,Gizo,SB,81.86,overcast clouds,-8.103,156.8419,Imagination Island
180,Yelizovo,RU,35.11,clear sky,53.1873,158.3805,Kamchatskiy Stil' Hostel
181,Songjianghe,CN,43.41,clear sky,42.1859,127.479,Sijisheng Fashion Guest House
183,Khandyga,RU,26.78,light snow,62.6667,135.6,Apel'sin
184,Avera,US,66.25,clear sky,33.194,-82.5271,
185,Saint George,US,88.39,haze,37.1041,-113.5841,Best Western Plus Abbey Inn
186,Yenagoa,NG,76.48,overcast clouds,4.9247,6.2642,Aridolf Resort Wellness and Spa
187,Road Town,VG,82.44,scattered clouds,18.4167,-64.6167,"ZINGARA 76ft Catamaran, full crew-all included"
188,Tiassale,CI,75.94,overcast clouds,5.8983,-4.8283,Hotel des hotes
189,Port Elizabeth,ZA,68.09,clear sky,-33.918,25.5701,39 On Nile Guest House
190,Londoko,RU,40.21,broken clouds,49.0333,131.9833,
191,Petropavlovsk-Kamchatskiy,RU,33.78,clear sky,53.0452,158.6483,The Hotel Petropavlovsky
193,Jumla,NP,49.75,clear sky,29.2747,82.1838,Royal Garden Hotel
194,Hermanus,ZA,67.8,clear sky,-34.4187,19.2345,Misty Waves Boutique Hotel
195,Saint-Philippe,RE,77.22,scattered clouds,-21.3585,55.7679,"Chambres d'hôte ""La Trinité"""
196,Taltal,CL,63.75,broken clouds,-25.4,-70.4833,Residencial Karime
197,Manado,ID,77.77,thunderstorm,1.487,124.8455,Aryaduta Hotel
198,Severo-Kurilsk,RU,30.7,scattered clouds,50.6789,156.125,Kak Doma
199,Beloha,MG,72.82,clear sky,-25.1667,45.05,
200,Labuhan,ID,74.91,overcast clouds,-6.8844,112.2051,DoubleFAG
201,Aviles,ES,50.38,broken clouds,43.5547,-5.9248,"Palacio de Avilés, Affiliated by Meliá"
202,Byurakan,AM,55.4,broken clouds,40.338,44.2714,Amberd Hotel
203,Hithadhoo,MV,83.28,overcast clouds,-0.6,73.0833,Scoop Guest House
204,Svetlyy,RU,44.65,overcast clouds,54.675,20.1347,"Gostinitsa-Kafe, Alena"
205,Awjilah,LY,62.17,clear sky,29.1081,21.2869,المنزل
206,Maldonado,UY,71.22,broken clouds,-34.6667,-54.9167,La Cimarrona
207,Malabo,GQ,80.2,overcast clouds,3.75,8.7833,Magno Suites
208,Sungaipenuh,ID,65.01,light rain,-2.0833,101.3833,Penginapan Citra Alam
209,Atlantis,ZA,66.99,few clouds,-33.5667,18.4834,Sunrise Farm
210,Bandarbeyla,SO,80.69,clear sky,9.4942,50.8122,JABIR HOTEL
211,El Tambo,CO,55.13,light rain,1.4181,-77.3968,ALMACEN DEL.AGRO
212,Damietta,EG,61.2,clear sky,31.4165,31.8133,SULIMAN INN
213,Ust-Kulom,RU,32.77,overcast clouds,61.6864,53.6902,Ip Napalkov Vasiliy Dmitriyevich
214,Cruzeiro Do Sul,BR,73.49,clear sky,-29.5128,-51.9853,Estrela Palace Hotel
215,Moa,CU,77.4,overcast clouds,20.6569,-74.9403,Carmen
216,Barberton,ZA,55.87,overcast clouds,-25.7884,31.0532,Barberton B&B
217,Pondicherry,IN,82.98,clear sky,11.93,79.83,Villa Shanti for food lovers
218,Adrar,MR,84.04,scattered clouds,20.5022,-10.0711,
219,Fort Nelson,CA,29.07,overcast clouds,58.8053,-122.7002,The Fort Nelson Hotel
220,Muros,ES,48.83,scattered clouds,42.7762,-9.0603,Apartment Av. Castelao
221,Sao Felix Do Xingu,BR,76.23,moderate rain,-6.6447,-51.995,Rio Xingu Camping
222,Parkes,AU,52.36,broken clouds,-33.1333,148.1833,Station Motel
223,Bonthe,SL,80.13,broken clouds,7.5264,-12.505,Bonthe Holiday Village
224,Chippewa Falls,US,49.17,clear sky,44.9369,-91.3929,AmericInn by Wyndham Chippewa Falls
225,Urk,NL,53.96,overcast clouds,52.6625,5.6014,Bed & Breakfast Urk
226,Yulara,AU,55.24,overcast clouds,-25.2406,130.9889,Desert Gardens Hotel - Ayers Rock Resort
227,Nokaneng,BW,65.98,clear sky,-19.6667,22.2667,
228,Ossora,RU,22.96,overcast clouds,59.2353,163.0719,
229,Havelock,US,62.94,clear sky,34.8791,-76.9013,Sherwood Motel
230,Wuwei,CN,48.69,clear sky,37.9281,102.6414,Thank Inn Chain Hotel gansu wuwei liangzhou district xiguan middle road
232,Charters Towers,AU,67.53,overcast clouds,-20.1,146.2667,Cattleman's Rest Motor Inn
233,Inuvik,CA,25.18,broken clouds,68.3499,-133.7218,Nova Inn Inuvik
234,Hirna,ET,66.6,broken clouds,9.2167,41.1,Seid Ali
235,Bam,IR,68.18,clear sky,29.106,58.357,Bam Tourist Hotel
236,Ust-Uda,RU,26.94,broken clouds,54.1742,103.0304,Gostinitsa Ust'-Uda Shans
237,Necochea,AR,67.06,scattered clouds,-38.5473,-58.7368,dyd -mar Hotel
238,Asau,RO,43.72,overcast clouds,46.4333,26.4,Casa Mika Ciobanus
239,Belen,TR,51.94,scattered clouds,36.4891,36.2233,Varlıbaş Uyku Sarayı
240,Zhigalovo,RU,23.67,scattered clouds,54.8097,105.1578,"Hotel ""Lenatur"""
241,Touros,BR,80.35,broken clouds,-5.1989,-35.4608,INN NEW HORIZON
242,Batsfjord,NO,35.53,overcast clouds,70.6345,29.7185,Adventure Apartements
243,Maua,BR,68.36,broken clouds,-23.6678,-46.4614,Hotel Capriccio Mauá
244,Bocana De Paiwas,NI,95.4,overcast clouds,12.7857,-85.1227,Guapinol Cabaña Monge
245,Natal,BR,81.25,few clouds,-5.795,-35.2094,Villa Park Hotel | Natal
246,Protvino,RU,41.77,overcast clouds,54.8664,37.2178,Volkoff-Sky Resort
247,San Cristobal,VE,84.38,overcast clouds,7.7669,-72.225,Pirineos
248,Grand Gaube,MU,79.38,overcast clouds,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
249,Hirara,JP,70.68,overcast clouds,24.8,125.2833,Hotel Atoll Emerald Miyakojima
250,San Antonio,US,69.55,overcast clouds,29.4241,-98.4936,Drury Plaza Hotel San Antonio Riverwalk
251,Chilca,PE,68.25,broken clouds,-12.5211,-76.7372,Playa Punta Yaya - Las Salinas
252,Christchurch,NZ,60.42,broken clouds,-43.5333,172.6333,The George
253,Vechelde,DE,51.3,few clouds,52.2604,10.3649,Hotel Dornberg
254,Buala,SB,81.46,light rain,-8.145,159.5921,Maringe Lagoon Lodge
255,Alice Springs,AU,47.75,clear sky,-23.7,133.8833,Desert Palms Alice Springs
256,Discovery Bay,US,68.32,scattered clouds,37.9085,-121.6002,Orwood Resort Inc
257,Riachao,BR,76.44,broken clouds,-7.3619,-46.6172,Pousada Nordestina
258,Port Macquarie,AU,63.9,clear sky,-31.4333,152.9167,Rydges Port Macquarie
259,Matagami,CA,32.11,snow,49.7502,-77.6328,Hôtel Matagami
260,Radebeul,DE,42.12,clear sky,51.1065,13.6605,Hotel Villa Weltemühle
261,Ngunguru,NZ,67.42,broken clouds,-35.6167,174.5,Pacific Rendezvous Motel Resort
262,Steinbach,DE,54.09,clear sky,50.1667,8.5667,Mercure Hotel Frankfurt Eschborn Helfmann Park
263,Trapani,IT,57.24,clear sky,37.8333,12.6667,
264,Lake City,US,73.85,clear sky,30.1897,-82.6393,Ramada Limited Lake City
265,Arica,CL,72.95,clear sky,-18.475,-70.3042,Hostal Jardin Del Sol
266,Guiyang,CN,52.75,light rain,26.5833,106.7167,Guo Tai Hotel Guiyang
267,Soyo,AO,75.16,heavy intensity rain,-6.1349,12.3689,Hotel Mpampa
268,Vilyuysk,RU,18.41,light snow,63.7553,121.6247,Gostinitsa Viliuisk
269,Killybegs,IE,45.64,clear sky,54.6333,-8.45,Tara Hotel
270,Manakara,MG,71.19,clear sky,-22.1333,48.0167,La Residence Manakara
271,Odweyne,SO,80.04,broken clouds,9.4092,45.064,Eng Hiirey House
272,Tonota,BW,58.91,clear sky,-21.4833,27.4833,Semotswane Baraka Lodge
273,Washington,US,54.57,scattered clouds,47.5001,-120.5015,"Cashmere Cider Mill Guest Suites, Weddings & Tasting Room"
274,Tiarei,PF,86.02,clear sky,-17.5333,-149.3333,Le Rocher de Tahiti
275,Bestobe,KZ,50.77,overcast clouds,52.4994,73.0975,
276,Tongchuan,CN,53.11,overcast clouds,35.0806,109.0897,Tongchuan Hotel
277,Tabuk,PH,72.34,scattered clouds,17.4189,121.4443,Golden Berries Hotel and Convention
278,Kijang,KR,58.46,clear sky,35.2442,129.2139,Samyang Beach Villa
279,Athabasca,CA,37.76,overcast clouds,54.7169,-113.2854,Athabasca Lodge Motel
281,Silvi,IT,53.1,broken clouds,42.5456,14.122,Serena Majestic
282,Panuco,MX,91.13,few clouds,22.05,-98.1667,Hotel Plaza
283,Kavieng,PG,82.74,overcast clouds,-2.5744,150.7967,Nusa Island Retreat
284,Dingle,PH,75.13,scattered clouds,10.9995,122.6711,SEGAYA PROPERTY
285,Chokurdakh,RU,11.05,overcast clouds,70.6333,147.9167,
286,Altamira,BR,77.43,overcast clouds,-3.2033,-52.2064,Requinte Hotel
287,Masallatah,LY,59.52,clear sky,32.6167,14.0,Mustafa Taher Sowaidan
288,Vila Franca Do Campo,PT,62.2,broken clouds,37.7167,-25.4333,Pestana Bahia Praia
289,Salalah,OM,80.69,scattered clouds,17.0151,54.0924,"HAMDAN PLAZA HOTEL SALALAH, an HTG Hotel"
290,Namatanai,PG,81.28,broken clouds,-3.6667,152.4333,Seagulls Inn Namatani
291,Narsaq,GL,41.22,clear sky,60.9167,-46.05,Sleep In Narsaq
292,Menongue,AO,65.19,overcast clouds,-14.6585,17.691,Ritz Lauca
293,Shimoda,JP,52.11,broken clouds,34.6667,138.95,Shimoda Tokyu Hotel
294,Kysyl-Syr,RU,18.18,overcast clouds,63.8986,122.7617,
295,Puerto Cabezas,NI,87.17,overcast clouds,14.0351,-83.3888,Cabaña Caribe
296,Westport,US,50.76,overcast clouds,41.1415,-73.3579,The Inn at Longshore
297,Saint-Georges,GD,79.39,overcast clouds,12.0564,-61.7485,Radisson Grenada Beach Resort
298,Giyon,ET,66.74,scattered clouds,8.5333,37.9833,Negash Lodge
299,Praia Da Vitoria,PT,60.76,overcast clouds,38.7333,-27.0667,Hotel Branco I
300,Stornoway,GB,44.56,scattered clouds,58.2093,-6.3865,Caladh Inn
301,Aljezur,PT,54.82,clear sky,37.3191,-8.8033,Amazigh Hostel
302,Dvinskoy,RU,33.49,light snow,62.1535,45.1175,Gostinitsa Dvinskaya
303,Dong Hoi,VN,69.55,overcast clouds,17.4833,106.6,Nam Long Hotel
304,Marathon,US,47.8,clear sky,44.9,-89.7668,
305,Praia,CV,72.14,few clouds,14.9215,-23.5087,LT Aparthotel
306,Te Anau,NZ,53.65,light rain,-45.4167,167.7167,Kingsgate Hotel Te Anau
307,Bowen,AU,70.86,overcast clouds,-20.0167,148.2333,Castle Motor Lodge Motel
308,Tecoanapa,MX,87.76,clear sky,16.5167,-98.75,Hotel Manglares
309,Encarnacion,PY,81.12,few clouds,-27.3333,-55.9,Hotel Posadas
310,Skawina,PL,39.38,clear sky,49.9752,19.8287,Hotel Junior
311,Isangel,VU,80.65,clear sky,-19.55,169.2667,Tanna Lodge
312,Yeppoon,AU,67.78,scattered clouds,-23.1333,150.7333,Villa Mar Colina
313,Codrington,AU,54.48,broken clouds,-38.2667,141.9667,Codrington Gardens Bed And Breakfast
315,Yar-Sale,RU,28.36,overcast clouds,66.8333,70.8333,Yalemd
316,Floro,NO,46.96,broken clouds,61.5996,5.0328,Kinn Hotell Florø
317,Urusha,RU,28.96,snow,54.05,122.9,Dom Otdykha Lokomotivnykh Brigad
318,Coruripe,BR,78.93,few clouds,-10.1256,-36.1756,Pousada e Hotel Litoral Sul
319,Goya,AR,71.74,broken clouds,-29.14,-59.2626,Apart Costanera Goya
320,Drayton Valley,CA,33.76,snow,53.2168,-114.9854,Service Plus Inns & Suites (Drayton Valley Hotel)
321,Belyy Yar,RU,28.29,smoke,53.6039,91.3903,Pasportnyy Stol
322,Olga,RU,41.54,clear sky,43.7444,135.2892,Gostinitsa Rosmorport.
323,Sonoita,MX,95.05,overcast clouds,31.85,-112.8333,Hotel internacional
324,Bodri,IN,82.53,clear sky,23.1667,81.4333,Lankatola
325,Crotone,IT,53.33,clear sky,39.0851,17.1178,Helios Hotel
327,Honningsvag,NO,37.15,few clouds,70.9821,25.9704,Nordkapp Vandrerhjem
328,Kota Belud,MY,76.24,overcast clouds,6.351,116.4305,Tang Dynasty Lodge Kota Belud
329,Grand-Santi,GF,76.24,light rain,4.25,-54.3833,Hotel La Villa Couacou
330,Lagedi,EE,43.18,clear sky,59.4021,24.9386,River Villa
331,Elko,US,44.62,overcast clouds,41.0002,-115.5012,
332,Kuching,MY,75.42,mist,1.55,110.3333,Hilton Kuching
333,Klaksvik,FO,45.52,clear sky,62.2266,-6.589,Airbnb rooms
334,Fortuna,US,56.98,broken clouds,40.5982,-124.1573,Super 8 by Wyndham Fortuna
335,Matamoros,MX,96.91,few clouds,25.5333,-103.25,Quinta Belem
336,Manta,EC,82.18,scattered clouds,-0.95,-80.7333,Balandra Hotel
337,Dangara,IN,84.22,clear sky,29.6799,75.8931,Mirchi Hotel & Restaurant Tohana
338,Chegdomyn,RU,33.4,broken clouds,51.1167,133.0167,Gostinitsa Bureya
339,Trinidad,BO,89.58,few clouds,-14.8333,-64.9,Hotel Piesta
340,Santa Marta,CO,85.89,broken clouds,11.2408,-74.199,Hotel La Ballena Azul
341,Harper,LR,80.26,light rain,4.375,-7.7169,Screensaver
342,Zhigansk,RU,18.34,overcast clouds,66.7697,123.3711,Gostinichnyy Kompleks Aylgy
343,Alegrete,BR,71.35,broken clouds,-29.7831,-55.7919,Hotel Alegrete
344,Palmas,BR,84.07,few clouds,-10.2128,-48.3603,Hotel Lago da Palma
345,Nyurba,RU,16.43,overcast clouds,63.2842,118.3319,"Гостиница ""Comfort"""
346,Cidreira,BR,68.7,clear sky,-30.1811,-50.2056,Hotel Castelo
347,Lasa,IT,46.36,scattered clouds,46.6166,10.7002,Pension Feldgärtenhof
348,Ixtapa,MX,78.03,clear sky,20.7,-105.2,hotel la terminal
349,Prado,BR,75.0,scattered clouds,-17.3411,-39.2208,INN CORNER RIVER - PRADO - BAHIA - HOUSING AND HOTEL
350,Oranjestad,AW,84.15,few clouds,12.524,-70.027,Divi Village Golf & Beach Resort
351,Huarmey,PE,71.6,broken clouds,-10.0681,-78.1522,Hotel Miramar
352,Skovorodino,RU,30.42,light snow,53.9833,123.9167,Amur
353,Sisimiut,GL,11.77,broken clouds,66.9395,-53.6735,Hotel Sisimiut
354,Banda Aceh,ID,80.04,overcast clouds,5.5577,95.3222,OYO 884 Rumoh PMI Hotel
355,Pisco,PE,69.85,clear sky,-13.7,-76.2167,Hotel San Isidro Oficial
356,Torbay,CA,34.29,broken clouds,47.6666,-52.7314,Gallows Cove
357,Kudahuvadhoo,MV,83.97,overcast clouds,2.6708,72.8944,Niyama Private Islands Maldives
358,Merauke,ID,77.0,overcast clouds,-8.4667,140.3333,
359,Koluszki,PL,38.89,overcast clouds,51.7387,19.8199,"Hotel nad Mrogą, Restauracja Cztery Pory Roku"
360,Podlesnoye,RU,57.47,overcast clouds,51.8161,47.009,Gostinnitsa
361,Udachnyy,RU,10.45,light snow,66.4167,112.4,Severnoye Siyaniye
362,Pekalongan,ID,76.78,overcast clouds,-6.8886,109.6753,Hotel Sahid Mandarin Pekalongan
363,Cururupu,BR,76.95,overcast clouds,-1.8283,-44.8683,POUSADA TRAVÉS'CIA
364,Cabo San Lucas,MX,90.7,clear sky,22.8909,-109.9124,Hotel Tesoro Los Cabos
365,Georgetown,MY,78.73,few clouds,5.4112,100.3354,Cititel Penang
366,Tual,ID,83.21,overcast clouds,-5.6667,132.75,Grand Vilia Hotel
367,Nichinan,JP,58.15,overcast clouds,31.6,131.3667,Guest House Aki
368,Envira,BR,72.84,light rain,-7.3,-70.2167,
369,Sao Jose Do Calcado,BR,66.58,scattered clouds,-21.0253,-41.6544,Pinheiros Hotel
370,Saldanha,ZA,68.99,scattered clouds,-33.0117,17.9442,Blue Bay Lodge
371,Chilliwack,CA,52.2,overcast clouds,49.1747,-121.9443,Coast Chilliwack Hotel by APA
372,Concepcion Del Oro,MX,80.46,clear sky,24.6333,-101.4167,Hotel Hacienda San Javier
373,Baisha,CN,58.33,overcast clouds,26.5222,110.9311,Xiangcun Old Place Hotel
374,Puerto Maldonado,PE,89.02,scattered clouds,-12.6,-69.1833,Wasai Hotel
375,Talas,TR,45.27,broken clouds,38.6908,35.5538,Fimaj Residence
376,Nanganga,TZ,71.8,overcast clouds,-10.3833,39.15,Nanganga Station
377,Kupang,ID,76.91,overcast clouds,-10.1667,123.5833,Hotel On The Rock by Prasanthi
378,Sembakung,ID,73.17,overcast clouds,3.8167,117.25,
379,Bellevue,US,55.49,broken clouds,47.6104,-122.2007,The Westin Bellevue
380,Guiratinga,BR,80.04,few clouds,-16.3494,-53.7583,Hotel Angra do Cerrado - Guiratinga MT
381,Lorengau,PG,82.44,broken clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
382,Olinda,BR,82.13,broken clouds,-8.0089,-34.8553,Flat Quatro Rodas Olinda
383,Uglovskoye,RU,42.08,overcast clouds,51.3557,80.1942,"""Premium"""
384,Limbang,MY,77.11,overcast clouds,4.75,115.0,Purnama Hotel
385,Shenjiamen,CN,56.21,clear sky,29.9576,122.298,Jinjiang Inn Zhoushan Putuo Shenjiamen
386,Saint Anthony,US,49.21,few clouds,45.0205,-93.218,Holiday Inn Express Roseville-St. Paul
387,Watertown,US,51.57,light rain,42.3709,-71.1828,16 Washburn Street Watertown MA
388,Batagay-Alyta,RU,17.46,light snow,67.8006,130.4114,
389,Kieta,PG,80.98,overcast clouds,-6.2167,155.6333,Uruna Bay Retreat
390,Mehamn,NO,35.55,broken clouds,71.0357,27.8492,Mehamn Arctic Hotel AS
391,Boddam,GB,45.43,broken clouds,57.4667,-1.7833,Palace Hotel
392,Muisne,EC,80.01,overcast clouds,0.6,-80.0333,Quinta Samay
